4/29/14	2158.47	2134.41
4/28/14	2134.97	2165.77
4/25/14	2167.83	2195.82
4/24/14	2190.47	2192.77
4/23/14	2194.67	2191.23
4/22/14	2196.80	2184.02
4/21/14	2187.25	2209.94
4/18/14	2224.48	2215.88
4/17/14	2224.80	2238.78
4/16/14	2232.53	2223.47
4/15/14	2229.46	2261.41
4/14/14	2268.61	2267.94
4/11/14	2270.67	2269.57
4/10/14	2273.76	2241.45
4/9/14	2238.62	2239.79
4/8/14	2237.32	2179.92
4/4/14	2185.47	2157.98
4/3/14	2165.01	2188.64
4/2/14	2180.73	2166.07
4/1/14	2163.11	2143.72
3/31/14	2146.30	2156.05
3/28/14	2151.97	2154.51
3/27/14	2155.71	2168.34
3/26/14	2171.05	2181.23
3/25/14	2174.44	2170.78
3/24/14	2176.55	2161.90
3/21/14	2158.80	2079.87
3/20/14	2086.97	2116.18
3/19/14	2120.87	2131.28
3/18/14	2138.13	2146.12
3/17/14	2143.04	2132.79
3/14/14	2122.84	2129.87
3/13/14	2140.33	2119.55
3/12/14	2114.13	2102.80
3/11/14	2108.66	2092.61
3/10/14	2097.79	2149.68
3/7/14	2168.36	2170.04
3/6/14	2173.63	2159.40
3/5/14	2163.98	2187.35
3/4/14	2184.27	2183.86
3/3/14	2190.37	2173.91
2/28/14	2178.97	2149.45
2/27/14	2154.11	2170.81
2/26/14	2163.41	2147.74
2/25/14	2157.91	2216.51
2/24/14	2214.51	2246.72
2/21/14	2264.29	2284.03
2/20/14	2287.44	2314.09
2/19/14	2308.66	2280.93
2/18/14	2282.44	2310.31
2/17/14	2311.65	2308.79
2/14/14	2295.57	2278.40
2/13/14	2279.55	2288.45
2/12/14	2291.25	2286.19
2/11/14	2285.56	2267.74
2/10/14	2267.53	2221.54
2/7/14	2212.48	2187.34
1/30/14	2202.45	2223.16
1/29/14	2227.78	2225.71
1/28/14	2219.86	2220.78
1/27/14	2215.92	2233.01
1/24/14	2245.68	2225.76
1/23/14	2231.89	2242.24
1/22/14	2243.80	2190.43
1/21/14	2187.41	2168.42
1/20/14	2165.99	2173.65
1/17/14	2178.49	2203.82
1/16/14	2211.84	2209.45
1/15/14	2208.94	2210.02
1/14/14	2212.85	2192.84
1/13/14	2193.68	2207.00
1/10/14	2204.85	2216.52
1/9/14	2222.22	2236.97
1/8/14	2241.91	2240.64
1/7/14	2238.00	2222.31
1/6/14	2238.64	2286.37
1/3/14	2290.78	2311.97
1/2/14	2321.98	2323.43
12/31/13	2330.03	2289.01
12/30/13	2299.46	2313.38
12/27/13	2303.48	2268.53
12/26/13	2265.33	2299.97
12/25/13	2305.11	2291.75
12/24/13	2288.25	2291.12
12/23/13	2284.60	2283.80
12/20/13	2278.14	2335.05
12/19/13	2332.41	2366.20
12/18/13	2357.23	2356.70
12/17/13	2356.38	2369.26
12/16/13	2367.92	2408.68
12/13/13	2406.64	2388.66
12/12/13	2410.01	2406.77
12/11/13	2412.76	2440.50
12/10/13	2453.32	2456.23
12/9/13	2450.87	2460.03
12/6/13	2452.29	2463.04
12/5/13	2468.20	2476.45
12/4/13	2475.14	2439.82
12/3/13	2442.78	2410.69
12/2/13	2418.79	2423.97
11/29/13	2438.94	2442.68
11/28/13	2439.53	2419.15
11/27/13	2414.48	2386.36
11/26/13	2387.42	2387.83
11/25/13	2388.63	2385.78
11/22/13	2397.96	2415.29
11/21/13	2409.99	2412.45
11/20/13	2424.85	2428.77
11/19/13	2412.16	2427.93
11/18/13	2428.90	2367.88
11/15/13	2350.73	2306.55
11/14/13	2304.50	2291.27
11/13/13	2288.12	2325.36
11/12/13	2340.00	2319.36
11/11/13	2315.89	2305.94
11/8/13	2307.95	2329.08
11/7/13	2340.55	2351.87
11/6/13	2353.57	2371.32
11/5/13	2383.77	2366.88
11/4/13	2380.45	2397.21
11/1/13	2384.96	2373.96
10/31/13	2373.72	2398.39
10/30/13	2407.47	2371.85
10/29/13	2372.05	2369.22
10/28/13	2365.95	2372.57
10/25/13	2368.56	2400.52
10/24/13	2400.51	2412.24
10/23/13	2418.49	2451.56
10/22/13	2445.89	2470.26
10/21/13	2471.32	2431.91
10/18/13	2426.05	2415.12
10/17/13	2413.33	2432.64
10/16/13	2421.37	2459.08
10/15/13	2467.52	2475.32
10/14/13	2472.54	2472.27
10/11/13	2468.51	2442.36
10/10/13	2429.32	2455.64
10/9/13	2453.58	2432.94
