1	3/2/11	38.47	40.8	38.02	38.13	9432453	38.47	002558	世纪游轮	SZ
2	3/3/11	37.45	40.98	37.01	39.71	6382202	37.45	002558	世纪游轮	SZ
3	3/4/11	38.0	38.31	36.88	37.65	3801463	38.0	002558	世纪游轮	SZ
4	3/7/11	37.03	38.17	37.03	37.35	2753678	37.03	002558	世纪游轮	SZ
5	3/8/11	37.1	37.38	36.01	36.31	2791537	37.1	002558	世纪游轮	SZ
6	3/9/11	36.4	36.87	36.15	36.51	1510928	36.4	002558	世纪游轮	SZ
7	3/10/11	36.55	36.89	36.19	36.6	1522724	36.55	002558	世纪游轮	SZ
8	3/11/11	36.55	36.85	36.07	36.22	1436260	36.55	002558	世纪游轮	SZ
9	3/14/11	36.0	36.52	35.1	36.5	1905759	36.0	002558	世纪游轮	SZ
10	3/15/11	36.15	39.5	36.13	38.04	4263794	36.15	002558	世纪游轮	SZ
11	3/16/11	37.55	38.86	37.02	37.73	1899259	37.55	002558	世纪游轮	SZ
12	3/17/11	37.53	37.53	36.14	36.27	1301983	37.53	002558	世纪游轮	SZ
13	3/18/11	36.41	36.88	36.25	36.37	658886	36.41	002558	世纪游轮	SZ
14	3/21/11	36.31	36.98	36.1	36.6	602517	36.31	002558	世纪游轮	SZ
15	3/22/11	36.79	37.65	36.21	37.23	1369796	36.79	002558	世纪游轮	SZ
16	3/23/11	37.01	37.24	36.63	36.9	906594	37.01	002558	世纪游轮	SZ
17	3/24/11	36.9	37.75	36.9	37.45	1321108	36.9	002558	世纪游轮	SZ
18	3/25/11	37.25	37.25	36.48	36.68	1264179	37.25	002558	世纪游轮	SZ
19	3/28/11	36.68	37.29	36.38	36.63	1058628	36.68	002558	世纪游轮	SZ
20	3/29/11	36.35	36.88	35.15	35.19	1259535	36.35	002558	世纪游轮	SZ
21	3/30/11	35.2	35.33	34.03	34.1	793933	35.2	002558	世纪游轮	SZ
22	3/31/11	34.19	34.58	34.15	34.44	475832	34.19	002558	世纪游轮	SZ
23	4/1/11	34.45	34.99	34.3	34.69	481869	34.45	002558	世纪游轮	SZ
24	4/6/11	34.58	34.99	34.25	34.38	443989	34.58	002558	世纪游轮	SZ
25	4/7/11	34.39	34.6	34.19	34.49	413824	34.39	002558	世纪游轮	SZ
