4/29/14	1266.54	1253.24
4/28/14	1257.26	1283.64
4/25/14	1291.90	1316.37
4/24/14	1319.51	1325.86
4/23/14	1326.44	1332.93
4/22/14	1336.19	1361.58
4/21/14	1363.85	1367.93
4/18/14	1377.42	1365.36
4/17/14	1367.59	1360.75
4/16/14	1359.30	1365.83
4/15/14	1369.89	1375.69
4/14/14	1372.73	1367.75
4/11/14	1363.90	1370.40
4/10/14	1381.14	1374.61
4/9/14	1370.46	1355.37
4/8/14	1351.18	1335.39
4/4/14	1346.74	1323.41
4/3/14	1326.18	1326.81
4/2/14	1327.98	1356.68
4/1/14	1355.05	1327.17
3/31/14	1327.80	1327.23
3/28/14	1330.50	1363.87
3/27/14	1367.96	1415.55
3/26/14	1417.61	1396.91
3/25/14	1394.82	1392.14
3/24/14	1397.29	1411.78
3/21/14	1419.84	1405.90
3/20/14	1417.66	1463.07
3/19/14	1466.22	1481.49
3/18/14	1485.64	1479.38
3/17/14	1477.41	1436.11
3/14/14	1434.02	1433.46
3/13/14	1436.86	1401.55
3/12/14	1399.27	1390.86
3/11/14	1395.81	1399.90
3/10/14	1407.07	1446.06
3/7/14	1460.61	1463.93
3/6/14	1462.53	1461.12
3/5/14	1464.58	1467.06
3/4/14	1460.45	1462.26
3/3/14	1465.14	1433.90
2/28/14	1434.89	1410.40
2/27/14	1414.66	1467.27
2/26/14	1465.98	1452.06
2/25/14	1472.69	1543.97
2/24/14	1540.03	1517.97
2/21/14	1519.66	1512.17
2/20/14	1515.16	1545.26
2/19/14	1544.40	1544.64
2/18/14	1545.34	1558.74
2/17/14	1558.62	1521.17
2/14/14	1515.78	1484.56
2/13/14	1485.13	1537.26
2/12/14	1539.97	1527.10
2/11/14	1527.15	1550.62
2/10/14	1553.41	1536.99
2/7/14	1532.69	1489.05
1/30/14	1495.98	1494.12
1/29/14	1496.53	1472.54
1/28/14	1471.34	1476.59
1/27/14	1477.67	1477.46
1/24/14	1484.43	1458.21
1/23/14	1461.53	1433.70
1/22/14	1431.74	1407.46
1/21/14	1407.15	1370.69
1/20/14	1372.74	1393.88
1/17/14	1395.51	1395.03
1/16/14	1395.16	1415.57
1/15/14	1415.32	1399.67
1/14/14	1400.92	1364.80
1/13/14	1362.79	1352.01
1/10/14	1353.30	1373.52
1/9/14	1380.24	1401.80
1/8/14	1405.02	1363.31
1/7/14	1352.28	1315.44
1/6/14	1323.33	1350.31
1/3/14	1352.84	1332.35
1/2/14	1333.00	1302.30
12/31/13	1304.44	1302.67
12/30/13	1307.99	1294.42
12/27/13	1294.30	1265.08
12/26/13	1269.54	1290.87
12/25/13	1288.34	1262.00
12/24/13	1258.82	1242.00
12/23/13	1242.81	1251.41
12/20/13	1253.71	1255.82
12/19/13	1256.08	1253.43
12/18/13	1256.00	1267.77
12/17/13	1267.67	1278.53
12/16/13	1279.96	1279.06
12/13/13	1278.14	1274.17
12/12/13	1279.32	1242.15
12/11/13	1244.51	1230.78
